# m1_extract v1 — DERIVED DATA (a Modified Version), not an original work.
# Source:  Cremona ecdata, https://github.com/JohnCremona/ecdata
#          release tag 2026-04-22, commit 25cec5ecfec8b9f016eb1631ac633194c2bed39f
# License: Artistic License 2.0 (ecdata's LICENSE) — redistribution of Modified
#          Versions is permitted with this notice retained. (c) J. Cremona and
#          contributors. Raw-slice sha256s pinned in data/cremona/MANIFEST.json.
# Derived by: `at ecdata-extract --lo 2500 --hi 10000` (this repo).
# Contents: one primitive-isogeny-class representative per line — the rows Stage
#          M1 consumes; good-prime a_p is COMPUTED from the model, not stored.
# range 2500 10000
# LABEL N a1 a2 a3 a4 a6 RANK BAD(p:w,...|-)
9646c 9646 1 1 0 -108 -560 0 2:1,7:-1,13:-1,53:-1
9646d 9646 1 0 0 -27 721 2 2:-1,7:1,13:1,53:1
9646e 9646 1 1 1 260 -7337 0 2:-1,7:-1,13:-1,53:1
9647a 9647 0 -1 1 1199 -6020 1 11:1,877:1
9647b 9647 0 -1 1 -89 -246 2 11:-1,877:1
9647c 9647 0 -1 1 -170 912 2 11:-1,877:1
9648a 9648 0 0 0 189 1458 1 2:1,3:1,67:1
9648b 9648 0 0 0 21 -54 1 2:1,3:1,67:1
9648c 9648 0 0 0 -228 1420 0 2:1,3:-1,67:1
9648d 9648 0 0 0 -579 5330 1 2:1,3:-1,67:-1
9648e 9648 0 0 0 -459 -1350 0 2:-1,3:1,67:1
9648f 9648 0 0 0 -51 50 2 2:-1,3:1,67:1
9648g 9648 0 0 0 -387 -2942 1 2:-1,3:1,67:-1
9648h 9648 0 0 0 -3483 79434 1 2:-1,3:1,67:-1
9648i 9648 0 0 0 -12360 -530516 1 2:-1,3:-1,67:1
9648j 9648 0 0 0 -147 3602 1 2:-1,3:-1,67:1
9648k 9648 0 0 0 -1776 -28816 1 2:-1,3:-1,67:1
9648l 9648 0 0 0 -20811 1217018 1 2:-1,3:-1,67:1
9648m 9648 0 0 0 -111 538 1 2:-1,3:-1,67:1
9648n 9648 0 0 0 240 1456 0 2:-1,3:-1,67:-1
9648o 9648 0 0 0 753 218 0 2:-1,3:-1,67:-1
9648p 9648 0 0 0 -363 -19046 0 2:-1,3:-1,67:-1
9648q 9648 0 0 0 -1371 -5110 0 2:-1,3:-1,67:-1
9648r 9648 0 0 0 -5331 149650 2 2:-1,3:-1,67:-1
9648s 9648 0 0 0 24 -164 2 2:-1,3:-1,67:-1
9648t 9648 0 0 0 -114411 14895322 0 2:-1,3:-1,67:-1
9648u 9648 0 0 0 528 -2765 0 2:-1,3:-1,67:-1
9650a 9650 1 0 1 -36 78 1 2:1,5:1,193:1
9650b 9650 1 1 0 -125 445 1 2:1,5:1,193:1
9650c 9650 1 -1 0 -8872 -300224 1 2:1,5:1,193:1
9650d 9650 1 0 1 -130951 18228298 0 2:1,5:1,193:-1
9650e 9650 1 1 0 -75 -275 2 2:1,5:-1,193:1
9650f 9650 1 1 0 -3325 72125 2 2:1,5:-1,193:1
9650g 9650 1 1 0 -50 100 1 2:1,5:-1,193:-1
9650h 9650 1 -1 1 -1980 -20353 0 2:-1,5:1,193:1
9650i 9650 1 0 0 -1263 15017 0 2:-1,5:1,193:1
9650j 9650 1 0 0 -1888 -30608 1 2:-1,5:1,193:-1
9650k 9650 1 0 0 -133 577 1 2:-1,5:1,193:-1
9650l 9650 1 1 1 -5238 143731 1 2:-1,5:-1,193:1
9650m 9650 1 0 0 -3138 61892 0 2:-1,5:-1,193:-1
9650n 9650 1 1 1 -888 9781 0 2:-1,5:-1,193:-1
9650o 9650 1 -1 1 -221805 -37749803 0 2:-1,5:-1,193:-1
9651a 9651 1 1 1 -148 140 1 3:1,3217:1
9651b 9651 1 1 1 -66 -234 1 3:1,3217:1
9651c 9651 0 -1 1 -4770 128405 1 3:1,3217:1
9652a 9652 0 -1 0 20 -24 1 2:-1,19:1,127:-1
9652b 9652 0 -1 0 -19645 -1064391 1 2:-1,19:-1,127:1
9653a 9653 0 -1 1 -359 -4908 0 7:-1,197:1
9653b 9653 0 0 1 -245 -1458 0 7:-1,197:1
9654a 9654 1 1 0 35616 31454208 1 2:1,3:1,1609:1
9654b 9654 1 1 0 -29 45 1 2:1,3:1,1609:1
9654c 9654 1 1 0 -681 5445 1 2:1,3:1,1609:1
9654d 9654 1 0 1 -32 -70 0 2:1,3:-1,1609:1
9654e 9654 1 0 1 594 13564 1 2:1,3:-1,1609:-1
9654f 9654 1 1 1 16 17 2 2:-1,3:1,1609:1
9654g 9654 1 0 0 -1605 25281 2 2:-1,3:-1,1609:-1
9655a 9655 0 0 1 -7 -13 0 5:-1,1931:1
9656a 9656 0 -1 0 -293352 55102828 1 2:1,17:-1,71:-1
9656b 9656 0 -1 0 -2488 -57639 1 2:-1,17:1,71:-1
9656c 9656 0 1 0 -208 -1184 0 2:-1,17:-1,71:-1
9657a 9657 0 0 1 -408 -3164 0 3:-1,29:1,37:1
9657b 9657 1 -1 1 -119 1360 0 3:-1,29:1,37:1
9657c 9657 0 0 1 -147 954 1 3:-1,29:1,37:-1
9659a 9659 0 -1 1 -261 -1725 0 13:1,743:-1
9660a 9660 0 -1 0 -3661 -84014 0 2:-1,3:1,5:1,7:1,23:1
9660b 9660 0 -1 0 -10101 394110 1 2:-1,3:1,5:1,7:-1,23:1
9660c 9660 0 -1 0 -1125 -14175 0 2:-1,3:1,5:-1,7:-1,23:1
9660d 9660 0 1 0 -55221 -5013096 1 2:-1,3:-1,5:1,7:-1,23:-1
9660e 9660 0 1 0 17899 -600201 1 2:-1,3:-1,5:1,7:-1,23:-1
9660f 9660 0 1 0 -24325925 188071325175 0 2:-1,3:-1,5:-1,7:1,23:1
9661a 9661 0 1 1 -31 -78 0 9661:-1
9664a 9664 0 1 0 -193 -1121 0 2:1,151:-1
9664b 9664 0 1 0 -14721 684767 0 2:1,151:-1
9664c 9664 0 1 0 31 2431 0 2:1,151:-1
9664d 9664 0 0 0 20 1712 0 2:1,151:-1
9664e 9664 0 1 0 31 95 2 2:-1,151:1
9664f 9664 0 -1 0 -193 1121 2 2:-1,151:1
9664g 9664 0 -1 0 -14721 -684767 0 2:-1,151:1
9664h 9664 0 -1 0 31 -2431 0 2:-1,151:1
9664i 9664 0 0 0 20 -1712 2 2:-1,151:1
9664j 9664 0 -1 0 31 -95 1 2:-1,151:-1
9666a 9666 1 -1 0 1740 -194608 1 2:1,3:1,179:1
9666b 9666 1 -1 0 -12354 531476 0 2:1,3:1,179:-1
9666c 9666 1 -1 0 -633 -3603 0 2:1,3:1,179:-1
9666d 9666 1 -1 0 -204 872 0 2:1,3:-1,179:1
9666e 9666 1 -1 0 -258 -1612 1 2:1,3:-1,179:-1
9666f 9666 1 -1 1 193 7143 1 2:-1,3:1,179:-1
9666g 9666 1 -1 1 -23 -25 1 2:-1,3:1,179:-1
9666h 9666 1 -1 1 -1373 -19227 1 2:-1,3:-1,179:1
9666i 9666 1 -1 1 -29 69 1 2:-1,3:-1,179:1
9666j 9666 1 -1 1 -5699 102979 1 2:-1,3:-1,179:1
9667a 9667 0 0 1 -20 -35 0 7:1,1381:-1
9667b 9667 1 -1 1 5 -2 2 7:1,1381:-1
9667c 9667 0 1 1 2 5 0 7:1,1381:-1
9672a 9672 0 -1 0 23 13 1 2:1,3:1,13:1,31:1
9672b 9672 0 -1 0 -47736 4049868 0 2:1,3:1,13:-1,31:1
9672c 9672 0 1 0 -4083 -108558 0 2:1,3:-1,13:1,31:1
9672d 9672 0 1 0 3676 33969 0 2:1,3:-1,13:1,31:1
9672e 9672 0 1 0 -1912 109121 1 2:1,3:-1,13:1,31:-1
9672f 9672 0 -1 0 4287 97461 0 2:-1,3:1,13:1,31:1
9672g 9672 0 -1 0 -703763 -227007132 0 2:-1,3:1,13:1,31:1
9672h 9672 0 -1 0 -52 169 2 2:-1,3:1,13:-1,31:-1
9672i 9672 0 1 0 -404 -3264 0 2:-1,3:-1,13:1,31:-1
9674a 9674 1 0 1 -11 54 1 2:1,7:-1,691:-1
9675a 9675 1 -1 0 -42 241 0 3:1,5:1,43:-1
9675b 9675 1 -1 0 -192 91 0 3:1,5:1,43:-1
9675c 9675 1 -1 0 -1953192 -1050057909 0 3:1,5:1,43:-1
9675d 9675 1 -1 1 -380 -6128 0 3:1,5:1,43:-1
9675e 9675 1 -1 1 -1730 -728 0 3:1,5:1,43:-1
9675f 9675 1 -1 1 -17578730 28369142272 0 3:1,5:1,43:-1
9675g 9675 0 0 1 3750 713281 0 3:-1,5:1,43:1
9675h 9675 1 -1 0 333 -21384 0 3:-1,5:1,43:1
9675i 9675 0 0 1 -1800 39656 1 3:-1,5:1,43:-1
9675j 9675 0 0 1 -4350 -110844 1 3:-1,5:1,43:-1
9675k 9675 0 0 1 408300 -474640844 1 3:-1,5:1,43:-1
9675l 9675 0 0 1 -30 76 1 3:-1,5:1,43:-1
9675m 9675 1 -1 0 -5517 159016 1 3:-1,5:1,43:-1
9675n 9675 1 -1 0 -27 76 1 3:-1,5:1,43:-1
9675o 9675 1 -1 0 -5067 -134784 1 3:-1,5:1,43:-1
9675p 9675 0 0 1 -3775575 -2867770719 1 3:-1,5:1,43:-1
9675q 9675 0 0 1 -75 -1094 1 3:-1,5:1,43:-1
9675r 9675 0 0 1 15 36 1 3:-1,5:1,43:-1
9675s 9675 0 0 1 2175 -138344 1 3:-1,5:1,43:-1
9675t 9675 0 0 1 -4050075 3137203656 1 3:-1,5:1,43:-1
9675u 9675 0 0 1 -750 9531 1 3:-1,5:-1,43:1
9675v 9675 1 -1 1 -680 8822 1 3:-1,5:-1,43:1
9675w 9675 0 0 1 375 4531 1 3:-1,5:-1,43:1
9675x 9675 0 0 1 150 5706 0 3:-1,5:-1,43:-1
9676a 9676 0 1 0 11 39 0 2:-1,41:1,59:1
9678a 9678 1 1 0 -183 -1035 1 2:1,3:1,1613:1
9680a 9680 0 -1 0 224 -22240 1 2:1,5:1,11:1
9680b 9680 0 -1 0 27064 29493136 1 2:1,5:1,11:1
9680ba 9680 0 -1 0 -9720 -371600 0 2:-1,5:-1,11:-1
9680bb 9680 0 -1 0 -1176160 499304192 0 2:-1,5:-1,11:-1
9680bc 9680 0 -1 0 -5485 154992 0 2:-1,5:-1,11:-1
9680bd 9680 0 1 0 -645 130 0 2:-1,5:-1,11:-1
9680be 9680 0 0 0 -187 -2134 0 2:-1,5:-1,11:-1
9680bf 9680 0 0 0 -22627 2840354 0 2:-1,5:-1,11:-1
9680c 9680 0 -1 0 4 -64 1 2:1,5:1,11:1
9680d 9680 0 -1 0 444 83360 1 2:1,5:1,11:1
9680e 9680 0 0 0 -4598 -115797 0 2:1,5:1,11:-1
9680f 9680 0 0 0 242 -3993 0 2:1,5:1,11:-1
9680g 9680 0 0 0 -610082 183413131 1 2:1,5:-1,11:-1
9680h 9680 0 0 0 -242 1331 1 2:1,5:-1,11:-1
9680i 9680 0 0 0 -8107 -300806 1 2:1,5:-1,11:-1
9680j 9680 0 0 0 -88 363 0 2:-1,5:1,11:1
9680k 9680 0 0 0 -10648 -483153 0 2:-1,5:1,11:1
9680l 9680 0 1 0 -3296 107380 0 2:-1,5:1,11:1
9680m 9680 0 1 0 -398856 -144518156 0 2:-1,5:1,11:1
9680n 9680 0 0 0 77 242 0 2:-1,5:1,11:1
9680o 9680 0 0 0 9317 -322102 0 2:-1,5:1,11:1
9680p 9680 0 -1 0 444 24796 1 2:-1,5:1,11:-1
9680q 9680 0 -1 0 4 -20 1 2:-1,5:1,11:-1
9680r 9680 0 -1 0 -1976 93040 1 2:-1,5:1,11:-1
9680s 9680 0 -1 0 -171376 27624896 1 2:-1,5:1,11:-1
9680t 9680 0 -1 0 -161 596 1 2:-1,5:1,11:-1
9680u 9680 0 1 0 -3120 -73900 1 2:-1,5:-1,11:1
9680v 9680 0 1 0 -377560 96850708 1 2:-1,5:-1,11:1
9680w 9680 0 0 0 1573 18634 0 2:-1,5:-1,11:-1
9680x 9680 0 1 0 -4880 422420 0 2:-1,5:-1,11:-1
9680y 9680 0 1 0 19320 -4165900 0 2:-1,5:-1,11:-1
9680z 9680 0 1 0 -40 -332 0 2:-1,5:-1,11:-1
9681a 9681 0 -1 1 -5062 146499 1 3:1,7:1,461:1
9681b 9681 0 -1 1 917 -2193 0 3:1,7:1,461:-1
9681c 9681 0 -1 1 2 -9 0 3:1,7:-1,461:1
9681d 9681 0 1 1 -57 -196 1 3:-1,7:-1,461:1
9682a 9682 1 0 1 -112 -450 1 2:1,47:-1,103:-1
9682b 9682 1 -1 1 -325 -2171 0 2:-1,47:-1,103:-1
9683a 9683 0 1 1 23 108 1 23:1,421:1
9683b 9683 0 0 1 -1 -5 1 23:-1,421:-1
9684a 9684 0 0 0 -192 52 0 2:-1,3:-1,269:-1
9684b 9684 0 0 0 -87456 9700292 0 2:-1,3:-1,269:-1
9685a 9685 1 -1 0 5 -54 1 5:1,13:-1,149:-1
9686a 9686 1 1 0 -2 -52 1 2:1,29:1,167:1
9686b 9686 1 0 1 4320 132590 0 2:1,29:-1,167:1
9686c 9686 1 1 1 11 -81 0 2:-1,29:-1,167:-1
9686d 9686 1 -1 1 -57 -167 0 2:-1,29:-1,167:-1
9687a 9687 1 1 1 11 2 2 3:1,3229:-1
9687b 9687 1 0 0 -7 8 1 3:-1,3229:-1
9688a 9688 0 0 0 -59 166 1 2:-1,7:-1,173:1
9690a 9690 1 1 0 -1659413 -822735507 1 2:1,3:1,5:1,17:1,19:1
9690b 9690 1 1 0 -153 357 1 2:1,3:1,5:1,17:1,19:1
9690c 9690 1 1 0 -3458 -130752 0 2:1,3:1,5:1,17:-1,19:1
9690d 9690 1 1 0 -7093 -258083 0 2:1,3:1,5:1,17:-1,19:1
9690e 9690 1 1 0 -5272 -590096 0 2:1,3:1,5:-1,17:1,19:1
9690f 9690 1 1 0 -2017 34021 2 2:1,3:1,5:-1,17:1,19:1
9690g 9690 1 1 0 408 -10944 1 2:1,3:1,5:-1,17:1,19:-1
9690h 9690 1 1 0 218 916 1 2:1,3:1,5:-1,17:-1,19:1
9690i 9690 1 0 1 -332054 -140470744 0 2:1,3:-1,5:1,17:1,19:1
9690j 9690 1 0 1 -1429 26336 0 2:1,3:-1,5:1,17:1,19:1
9690k 9690 1 0 1 -54 712 2 2:1,3:-1,5:1,17:1,19:1
9690l 9690 1 0 1 -58498 5439956 1 2:1,3:-1,5:-1,17:1,19:1
9690m 9690 1 0 1 -250863021308 48361646188879418 0 2:1,3:-1,5:-1,17:-1,19:1
9690n 9690 1 0 1 -118923 -7921994 0 2:1,3:-1,5:-1,17:-1,19:1
9690o 9690 1 0 1 -213 1228 1 2:1,3:-1,5:-1,17:-1,19:-1
9690p 9690 1 0 1 -197668 -65745694 1 2:1,3:-1,5:-1,17:-1,19:-1
9690q 9690 1 1 1 -3896 -111307 1 2:-1,3:1,5:1,17:1,19:-1
9690r 9690 1 0 0 -719521 234856265 0 2:-1,3:-1,5:1,17:-1,19:1
9690s 9690 1 0 0 65 137 0 2:-1,3:-1,5:-1,17:1,19:1
9690t 9690 1 0 0 -67032405 211234007265 0 2:-1,3:-1,5:-1,17:1,19:1
9690u 9690 1 0 0 -1191635 -500782275 0 2:-1,3:-1,5:-1,17:1,19:1
9690v 9690 1 0 0 380 -3568 0 2:-1,3:-1,5:-1,17:1,19:1
9690w 9690 1 0 0 2250 256932 1 2:-1,3:-1,5:-1,17:1,19:-1
9690x 9690 1 0 0 -12940 -223600 1 2:-1,3:-1,5:-1,17:1,19:-1
9690y 9690 1 0 0 790 11172 1 2:-1,3:-1,5:-1,17:1,19:-1
9693a 9693 1 -1 0 -3 6 1 3:1,359:1
9693b 9693 1 -1 1 -83 -296 1 3:1,359:1
9693c 9693 0 0 1 -15180 -381475 0 3:-1,359:1
9693d 9693 0 0 1 -918 -10699 0 3:-1,359:1
9693e 9693 0 0 1 189 2207 0 3:-1,359:1
9693f 9693 0 0 1 -81 -250 2 3:-1,359:1
9693g 9693 0 0 1 -136620 10299818 1 3:-1,359:-1
9693h 9693 0 0 1 -102 396 1 3:-1,359:-1
9693i 9693 1 -1 0 -9 14 1 3:-1,359:-1
9693j 9693 1 -1 1 -29 -134 1 3:-1,359:-1
9693k 9693 0 0 1 -9 9 1 3:-1,359:-1
9693l 9693 0 0 1 21 -82 1 3:-1,359:-1
9695a 9695 0 0 1 -538 4819 0 5:1,7:-1,277:1
9696a 9696 0 -1 0 -445 -3371 1 2:1,3:1,101:1
9696b 9696 0 1 0 -39832 -7882648 0 2:1,3:-1,101:1
9696c 9696 0 1 0 -32 -132 1 2:1,3:-1,101:-1
9696d 9696 0 -1 0 -39832 7882648 0 2:-1,3:1,101:1
9696e 9696 0 -1 0 -77 -219 2 2:-1,3:1,101:1
9696f 9696 0 -1 0 -32 132 1 2:-1,3:1,101:-1
9696g 9696 0 -1 0 -32 84 1 2:-1,3:1,101:-1
9696h 9696 0 1 0 -445 3371 1 2:-1,3:-1,101:1
9696i 9696 0 1 0 -77 219 1 2:-1,3:-1,101:1
9696j 9696 0 1 0 -32 -84 0 2:-1,3:-1,101:-1
9698a 9698 1 1 0 -266 -5932 1 2:1,13:-1,373:-1
9699a 9699 0 1 1 -54 182 2 3:-1,53:1,61:1
9700a 9700 0 -1 0 -533 -4063 0 2:-1,5:1,97:1
9700b 9700 0 0 0 -560 -5100 1 2:-1,5:-1,97:1
9700c 9700 0 0 0 -14000 -637500 0 2:-1,5:-1,97:-1
9702a 9702 1 -1 0 -244176 -46392256 1 2:1,3:1,7:1,11:1
9702b 9702 1 -1 0 -32349 2276357 0 2:1,3:1,7:1,11:-1
9702ba 9702 1 -1 1 -291143 -61170497 0 2:-1,3:1,7:1,11:1
9702bb 9702 1 -1 1 64 -3993 0 2:-1,3:1,7:1,11:1
9702bc 9702 1 -1 1 -329951 73031879 0 2:-1,3:1,7:1,11:1
9702bd 9702 1 -1 1 -27131 1727275 1 2:-1,3:1,7:1,11:-1
9702be 9702 1 -1 1 -3170 -65439 1 2:-1,3:1,7:-1,11:1
9702bf 9702 1 -1 1 -5942 180037 1 2:-1,3:1,7:-1,11:1
9702bg 9702 1 -1 1 1 11 1 2:-1,3:1,7:-1,11:1
9702bh 9702 1 -1 1 -16167584 -25017599421 1 2:-1,3:1,7:-1,11:1
9702bi 9702 1 -1 1 -1329404 -589796609 0 2:-1,3:1,7:-1,11:-1
9702bj 9702 1 -1 1 -6320054 6123973573 0 2:-1,3:1,7:-1,11:-1
9702bk 9702 1 -1 1 -1259 -6149 0 2:-1,3:1,7:-1,11:-1
9702bl 9702 1 -1 1 -128981 -17817299 0 2:-1,3:1,7:-1,11:-1
9702bm 9702 1 -1 1 -26690 2906705 1 2:-1,3:-1,7:1,11:1
9702bn 9702 1 -1 1 -230 -1249 0 2:-1,3:-1,7:1,11:-1
9702bo 9702 1 -1 1 -119300 -44193369 0 2:-1,3:-1,7:1,11:-1
9702bp 9702 1 -1 1 -5081 -204991 0 2:-1,3:-1,7:1,11:-1
9702bq 9702 1 -1 1 -2147459 -1255163101 0 2:-1,3:-1,7:1,11:-1
9702br 9702 1 -1 1 -275708 55789759 0 2:-1,3:-1,7:1,11:-1
9702bs 9702 1 -1 1 -545 -8319 0 2:-1,3:-1,7:-1,11:1
9702bt 9702 1 -1 1 -1986935 1088055119 0 2:-1,3:-1,7:-1,11:1
9702bu 9702 1 -1 1 -40550 -3160587 0 2:-1,3:-1,7:-1,11:1
9702bv 9702 1 -1 1 -284234 -19224439 0 2:-1,3:-1,7:-1,11:1
9702bw 9702 1 -1 1 -6404 -202345 0 2:-1,3:-1,7:-1,11:1
9702bx 9702 1 -1 1 1534 -14479 0 2:-1,3:-1,7:-1,11:1
9702by 9702 1 -1 1 -11255 450825 1 2:-1,3:-1,7:-1,11:-1
9702bz 9702 1 -1 1 1975 -231451 1 2:-1,3:-1,7:-1,11:-1
9702c 9702 1 -1 0 579 107225 0 2:1,3:1,7:1,11:-1
9702ca 9702 1 -1 1 -2435 44223 1 2:-1,3:-1,7:-1,11:-1
9702cb 9702 1 -1 1 -2435 129539 1 2:-1,3:-1,7:-1,11:-1
9702cc 9702 1 -1 1 -738905 46848304185 1 2:-1,3:-1,7:-1,11:-1
9702cd 9702 1 -1 1 -43826 3671889 1 2:-1,3:-1,7:-1,11:-1
9702ce 9702 1 -1 1 -104 627 1 2:-1,3:-1,7:-1,11:-1
9702cf 9702 1 -1 1 -5627 -161045 1 2:-1,3:-1,7:-1,11:-1
9702cg 9702 1 -1 1 -12872 574795 1 2:-1,3:-1,7:-1,11:-1
9702d 9702 1 -1 0 -34701 -2994867 0 2:1,3:1,7:1,11:-1
9702e 9702 1 -1 0 -14331 664677 0 2:1,3:1,7:-1,11:1
9702f 9702 1 -1 0 -11964633 15936473069 0 2:1,3:1,7:-1,11:1
9702g 9702 1 -1 0 -702228 -226579760 0 2:1,3:1,7:-1,11:1
9702h 9702 1 -1 0 -11328 177344 0 2:1,3:1,7:-1,11:1
9702i 9702 1 -1 0 -4272 -105680 1 2:1,3:1,7:-1,11:-1
9702j 9702 1 -1 0 -660 -6448 1 2:1,3:1,7:-1,11:-1
9702k 9702 1 -1 0 12 -316 1 2:1,3:1,7:-1,11:-1
9702l 9702 1 -1 0 -1700358 1030640092 1 2:1,3:1,7:-1,11:-1
9702m 9702 1 -1 0 -34407 1598589 1 2:1,3:-1,7:1,11:-1
9702n 9702 1 -1 0 -2508 -37864 1 2:1,3:-1,7:1,11:-1
9702o 9702 1 -1 0 5724 70524 1 2:1,3:-1,7:-1,11:1
9702p 9702 1 -1 0 -42786 12467524 1 2:1,3:-1,7:-1,11:1
9702q 9702 1 -1 0 -28611 -2068011 1 2:1,3:-1,7:-1,11:1
9702r 9702 1 -1 0 117 -239 1 2:1,3:-1,7:-1,11:1
9702s 9702 1 -1 0 -1401948 712131664 1 2:1,3:-1,7:-1,11:1
9702t 9702 1 -1 0 -19854 789844 1 2:1,3:-1,7:-1,11:1
9702u 9702 1 -1 0 33948 1423120 0 2:1,3:-1,7:-1,11:-1
9702v 9702 1 -1 0 -702 -4460 0 2:1,3:-1,7:-1,11:-1
9702w 9702 1 -1 0 -1626 -829900 0 2:1,3:-1,7:-1,11:-1
9702x 9702 1 -1 0 -891 405 0 2:1,3:-1,7:-1,11:-1
9702y 9702 1 -1 0 -51 125 0 2:1,3:-1,7:-1,11:-1
9702z 9702 1 -1 0 -178614 45422964 0 2:1,3:-1,7:-1,11:-1
9704a 9704 0 1 0 -17 -13 1 2:1,1213:1
9704b 9704 0 0 0 -283 -1834 1 2:-1,1213:-1
9705a 9705 1 1 0 2 -23 0 3:1,5:1,647:-1
9705b 9705 1 1 1 -12006 502044 0 3:1,5:1,647:-1
9705c 9705 0 -1 1 -220 1338 1 3:1,5:-1,647:-1
9706a 9706 1 -1 0 -1865 31373 1 2:1,23:1,211:1
9706b 9706 1 -1 0 -8 -4 2 2:1,23:1,211:-1
9706c 9706 1 1 0 -7176 -236992 0 2:1,23:1,211:-1
9706d 9706 1 0 0 -341 16609 1 2:-1,23:1,211:-1
9706e 9706 1 0 0 -4 -6 0 2:-1,23:-1,211:-1
9709a 9709 0 1 1 -5 -2 1 7:1,19:-1,73:-1
9709b 9709 0 1 1 -1107 8092 2 7:-1,19:-1,73:-1
9709c 9709 0 1 1 -103 701 2 7:-1,19:-1,73:-1
9709d 9709 0 0 1 -523 4560 2 7:-1,19:-1,73:-1
9710a 9710 1 1 0 -13 -3 1 2:1,5:1,971:1
9710b 9710 1 -1 0 41371 -4446315 0 2:1,5:-1,971:1
9711a 9711 1 -1 1 -44951 -3753176 1 3:1,13:1,83:1
9711b 9711 1 -1 0 -404556 101740301 0 3:1,13:1,83:-1
9714a 9714 1 1 0 -1344 18432 1 2:1,3:1,1619:1
9714b 9714 1 1 0 -90 276 0 2:1,3:1,1619:-1
9714c 9714 1 1 1 -3 -15 1 2:-1,3:1,1619:-1
9714d 9714 1 0 0 -10078 736196 1 2:-1,3:-1,1619:1
9715a 9715 1 -1 1 -3 26 1 5:1,29:1,67:1
9715b 9715 1 -1 1 -904033 -337240644 1 5:1,29:1,67:1
9716a 9716 0 0 0 8 100 2 2:-1,7:1,347:1
9717a 9717 0 -1 1 -13 132 2 3:1,41:-1,79:1
9717b 9717 1 0 0 -28 -67 0 3:-1,41:1,79:1
9718a 9718 1 1 0 11 -19 1 2:1,43:1,113:1
9718b 9718 1 0 1 -7601 254404 0 2:1,43:-1,113:1
9718c 9718 1 -1 1 18 -12407 0 2:-1,43:1,113:1
9718d 9718 1 1 1 -13 -21 1 2:-1,43:1,113:-1
9718e 9718 1 0 0 -1723 27385 1 2:-1,43:-1,113:1
9720a 9720 0 0 0 -18 33 1 2:1,3:1,5:1
9720b 9720 0 0 0 -8163 229038 1 2:1,3:1,5:1
9720c 9720 0 0 0 162 -1863 1 2:1,3:1,5:1
9720d 9720 0 0 0 -243 -162 1 2:1,3:1,5:1
9720e 9720 0 0 0 -243 6318 0 2:1,3:-1,5:1
9720f 9720 0 0 0 -108 468 2 2:1,3:-1,5:1
9720g 9720 0 0 0 -5103 -142398 0 2:1,3:-1,5:1
9720h 9720 0 0 0 -162 -891 1 2:-1,3:1,5:-1
9720i 9720 0 0 0 -73467 -6184026 1 2:-1,3:1,5:-1
9720j 9720 0 0 0 18 69 1 2:-1,3:1,5:-1
9720k 9720 0 0 0 -27 6 1 2:-1,3:1,5:-1
9720l 9720 0 0 0 -27 -234 0 2:-1,3:-1,5:-1
9720m 9720 0 0 0 -972 -12636 0 2:-1,3:-1,5:-1
9720n 9720 0 0 0 -567 5274 2 2:-1,3:-1,5:-1
9723a 9723 1 1 0 425 1744 0 3:1,7:-1,463:1
9723b 9723 0 -1 1 -9436 355965 0 3:1,7:-1,463:1
9723c 9723 0 1 1 -70 -233 0 3:-1,7:-1,463:-1
9724a 9724 0 -1 0 -5941 334113 0 2:-1,11:-1,13:-1,17:1
9725a 9725 0 -1 1 -58 143 0 5:1,389:-1
9726a 9726 1 0 1 -168 1030 1 2:1,3:-1,1621:-1
9726b 9726 1 1 1 -659 -14191 0 2:-1,3:1,1621:1
9729a 9729 1 -1 1 -284 -1362 1 3:-1,23:1,47:-1
9729b 9729 1 -1 0 -3483 380776 1 3:-1,23:-1,47:1
9729c 9729 0 0 1 -2010 -34686 0 3:-1,23:-1,47:-1
9730a 9730 1 0 1 -774 8216 1 2:1,5:1,7:-1,139:-1
9730b 9730 1 0 0 10 -8 1 2:-1,5:-1,7:1,139:1
9730c 9730 1 -1 1 -772 17319 1 2:-1,5:-1,7:-1,139:-1
9730d 9730 1 0 0 190 82372 1 2:-1,5:-1,7:-1,139:-1
9732a 9732 0 1 0 -317 2079 2 2:-1,3:-1,811:-1
9735a 9735 1 1 0 -148 427 1 3:1,5:1,11:1,59:1
9735b 9735 0 -1 1 -206 -1213 0 3:1,5:1,11:1,59:-1
9735c 9735 1 1 1 -254761 -48529042 1 3:1,5:1,11:-1,59:-1
9735d 9735 1 1 1 -9865 373022 0 3:1,5:-1,11:1,59:1
9735e 9735 1 0 1 -197974 -33921109 0 3:-1,5:1,11:1,59:1
9735f 9735 1 0 1 -203584 35250257 0 3:-1,5:1,11:1,59:1
9735g 9735 1 0 1 -89 311 0 3:-1,5:1,11:1,59:1
9735h 9735 1 0 1 -139 -439 1 3:-1,5:1,11:-1,59:1
9735i 9735 0 1 1 -745 -23126 1 3:-1,5:-1,11:1,59:1
9735j 9735 1 0 1 -40928 -3190327 0 3:-1,5:-1,11:-1,59:1
9735k 9735 1 0 0 -20 237 1 3:-1,5:-1,11:-1,59:-1
9737a 9737 1 -1 0 -203 -1064 1 7:-1,13:-1,107:1
9737b 9737 0 1 1 -30836 2206554 2 7:-1,13:-1,107:-1
